Code du département;Libellé du département;Code INSEE;Nom de la commune;Numéro de la fiche équipement;Nombre d'équipements identiques;Activité code;Activité libellé;Activité praticable;Activité pratiquée;Dans salle spécialisable;Niveau de l'activité - Classif.;localisation
44;Loire-Atlantique;44007;Avessac;282045;1;1001;Fosse universelle;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.635436304, -1.97050871505
44;Loire-Atlantique;44007;Avessac;282045;1;1002;Parcours de chasse;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.635436304, -1.97050871505
44;Loire-Atlantique;44008;Barbechat;287664;1;1001;Fosse universelle;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2820568846, -1.29827542127
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;129760;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Compétition départementale;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;129760;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;129760;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;129760;1;7901;Tennis;Oui;Oui;Non;Compétition départementale;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;129760;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Compétition départementale;47.0719256611, -1.41556455507
44;Loire-Atlantique;44009;Basse-Goulaine;132673;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Compétition régionale;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;132673;1;1101;Basket-Ball;Oui;Oui;Non;Compétition régionale;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;132673;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;132673;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Scolaire;47.2120137336, -1.46246852595
44;Loire-Atlantique;44011;Belligné;132859;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.4785440295, -1.02618318963
44;Loire-Atlantique;44011;Belligné;132859;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.4785440295, -1.02618318963
44;Loire-Atlantique;44011;Belligné;132859;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Entrainement;47.4785440295, -1.02618318963
44;Loire-Atlantique;44011;Belligné;132859;1;7901;Tennis;Oui;Non;Non;;47.4785440295, -1.02618318963
44;Loire-Atlantique;44011;Belligné;132859;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Non;Non;Non défini;47.4785440295, -1.02618318963
44;Loire-Atlantique;44010;Batz-sur-Mer;179883;1;1101;Basket-Ball;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;179883;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44009;Basse-Goulaine;204302;1;701;Badminton, Jeu de volant;Oui;Oui;Oui;Compétition régionale;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;204302;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;204302;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Compétition départementale;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;204302;1;8201;Tir à l'arc;Oui;Oui;Non;Compétition départementale;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;204302;1;8401;Twirling bâton;Oui;Oui;Non;Entrainement;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;204302;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Compétition départementale;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;204321;2;1101;Basket-Ball;Oui;Oui;Non;Entrainement;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;204321;2;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Entrainement;47.2120137336, -1.46246852595
44;Loire-Atlantique;44003;Ancenis;211994;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;211994;1;1101;Basket-Ball;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;211994;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;211994;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44006;Assérac;271205;1;1101;Basket-Ball;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.4379772072, -2.41272577216
44;Loire-Atlantique;44006;Assérac;271205;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.4379772072, -2.41272577216
44;Loire-Atlantique;44006;Assérac;271205;1;3701;Handball / Mini hand / Handball de plage;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.4379772072, -2.41272577216
44;Loire-Atlantique;44006;Assérac;271205;1;7901;Tennis;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.4379772072, -2.41272577216
44;Loire-Atlantique;44006;Assérac;271205;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.4379772072, -2.41272577216
44;Loire-Atlantique;44010;Batz-sur-Mer;283973;1;1101;Basket-Ball;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;283973;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;283973;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;283973;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44009;Basse-Goulaine;287156;2;1101;Basket-Ball;Oui;Oui;Non;Scolaire;47.2120137336, -1.46246852595
44;Loire-Atlantique;44001;Abbaretz;287645;2;1101;Basket-Ball;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.5560384833, -1.49327262094
44;Loire-Atlantique;44001;Abbaretz;287645;2;7901;Tennis;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.5560384833, -1.49327262094
44;Loire-Atlantique;44008;Barbechat;292174;1;1101;Basket-Ball;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2820568846, -1.29827542127
44;Loire-Atlantique;44008;Barbechat;292174;1;2901;Football / Football en salle (Futsal);Oui;Non;Non;;47.2820568846, -1.29827542127
44;Loire-Atlantique;44008;Barbechat;292174;1;6001;Pétanque et jeu provencal;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2820568846, -1.29827542127
44;Loire-Atlantique;44008;Barbechat;292175;1;1101;Basket-Ball;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2820568846, -1.29827542127
44;Loire-Atlantique;44008;Barbechat;292175;1;7901;Tennis;Oui;Non;Non;;47.2820568846, -1.29827542127
44;Loire-Atlantique;44009;Basse-Goulaine;317924;1;1101;Basket-Ball;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;317924;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;317924;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2120137336, -1.46246852595
44;Loire-Atlantique;44003;Ancenis;318893;1;1101;Basket-Ball;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;353728;1;1101;Basket-Ball;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;353728;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;353728;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;353728;1;7901;Tennis;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;353728;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;353729;1;1101;Basket-Ball;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;353729;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;353729;1;7901;Tennis;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;353729;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;358106;1;503;Course sur piste;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;358106;1;1101;Basket-Ball;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;358106;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;358106;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;358297;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Compétition départementale;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;358297;1;1101;Basket-Ball;Oui;Oui;Non;Compétition régionale;47.0719256611, -1.41556455507
